RespId,weight,Q29_1,voter_category
470870,0.9261,NA,sporadic
470984,0.9261,NA,always
470996,0.9261,NA,always
471039,0.9261,1,rarely/never
471155,0.9261,NA,always
471168,0.9261,NA,sporadic
471647,0.9261,NA,always
471906,0.9261,NA,always
471960,0.9261,-1,rarely/never
473152,0.9261,NA,sporadic
473218,0.9261,NA,sporadic
473507,0.9261,NA,always
474492,0.9261,-1,sporadic
474559,0.9261,NA,sporadic
474613,0.9261,NA,always
474902,0.9261,NA,sporadic
476678,0.9261,NA,sporadic
477603,0.9261,NA,always
480520,0.9261,-1,sporadic
470220,0.9264,NA,sporadic
470232,0.9264,-1,rarely/never
470478,0.9264,NA,sporadic
470646,0.9264,NA,always
470844,0.9264,NA,always
471027,0.9264,NA,always
471162,0.9264,NA,always
471299,0.9264,NA,always
471883,0.9264,NA,always
472560,0.9264,NA,sporadic
472713,0.9264,NA,sporadic
472715,0.9264,NA,always
472844,0.9264,NA,always
473954,0.9264,NA,sporadic
474091,0.9264,NA,always
474164,0.9264,NA,always
474509,0.9264,NA,always
476729,0.9264,NA,always
477111,0.9264,NA,sporadic
477321,0.9264,NA,always
477491,0.9264,NA,sporadic
472089,0.927,-1,rarely/never
470363,0.9274,NA,rarely/never
470451,0.9274,NA,always
474155,0.9274,NA,rarely/never
475916,0.9274,-1,rarely/never
476577,0.9274,NA,sporadic
473216,0.9278,-1,rarely/never
472117,0.928,NA,sporadic
472375,0.928,NA,always
472500,0.928,NA,sporadic
474479,0.928,NA,always
474637,0.928,NA,always
475433,0.928,NA,rarely/never
472351,0.9281,-1,rarely/never
473230,0.9281,NA,always
475555,0.9281,-1,rarely/never
475616,0.9281,NA,sporadic
476125,0.9281,NA,always
477558,0.9281,NA,always
482283,0.9281,NA,always
476307,0.9286,-1,rarely/never
472714,0.9287,NA,sporadic
470902,0.9298,NA,sporadic
470904,0.9298,NA,sporadic
471966,0.9298,NA,sporadic
476663,0.9298,NA,sporadic
476362,0.9319,NA,always
473956,0.9322,NA,sporadic
482615,0.9322,NA,always
470104,0.9323,NA,always
471411,0.9323,NA,always
472699,0.9323,NA,always
477453,0.9323,NA,sporadic
471404,0.9334,NA,sporadic
477463,0.9334,NA,sporadic
470613,0.9347,NA,sporadic
476862,0.9362,NA,always
488278,0.9371,NA,always
473289,0.9373,-1,sporadic
473017,0.9377,NA,always
475282,0.9377,NA,always
470992,0.9378,NA,sporadic
475927,0.9379,NA,always
473932,0.9386,NA,sporadic
476468,0.9401,NA,sporadic
472732,0.9405,-1,rarely/never
476015,0.9405,NA,sporadic
470101,0.9412,-1,rarely/never
471372,0.9412,1,rarely/never
472386,0.9412,NA,sporadic
472555,0.9412,NA,rarely/never
471662,0.942,1,rarely/never
473751,0.942,NA,always
474795,0.942,NA,sporadic
473034,0.9422,NA,always
475260,0.943,NA,always
483994,0.943,-1,rarely/never
472404,0.9431,NA,always
470190,0.9436,NA,always
470788,0.9436,NA,always
471590,0.9436,NA,always
472683,0.9436,NA,always
472858,0.9436,NA,always
475142,0.9436,NA,sporadic
475887,0.9436,NA,rarely/never
476763,0.9436,NA,always
470319,0.9442,NA,rarely/never
470933,0.9442,NA,sporadic
474052,0.9442,-1,rarely/never
474414,0.9442,NA,always
474718,0.9442,NA,always
474936,0.9442,NA,sporadic
475075,0.9442,NA,rarely/never
475095,0.9442,NA,always
476066,0.9442,NA,rarely/never
476695,0.9442,NA,always
477097,0.9442,NA,rarely/never
486153,0.9442,NA,always
487212,0.9442,NA,always
488094,0.9442,-1,sporadic
472534,0.9445,1,rarely/never
475083,0.9445,NA,rarely/never
475129,0.9445,1,rarely/never
475622,0.9445,NA,sporadic
475998,0.9445,-1,rarely/never
483126,0.9445,NA,always
486115,0.9445,NA,always
486678,0.9445,NA,always
472384,0.9448,NA,sporadic
473025,0.9448,NA,always
473903,0.9448,NA,sporadic
474048,0.9448,NA,sporadic
476978,0.9448,-1,rarely/never
475102,0.9451,NA,sporadic
476887,0.9451,NA,sporadic
473549,0.9452,NA,sporadic
476827,0.9452,-1,rarely/never
470058,0.9456,NA,always
470169,0.9456,NA,always
470421,0.9456,NA,always
472152,0.9456,NA,always
474469,0.9456,NA,always
475122,0.9456,NA,always
476067,0.9456,NA,sporadic
470213,0.9485,NA,sporadic
471799,0.9485,-1,sporadic
472306,0.9485,NA,rarely/never
472504,0.9485,NA,always
473305,0.9485,NA,sporadic
473777,0.9485,NA,sporadic
470504,0.9488,NA,sporadic
472442,0.9488,-1,sporadic
472541,0.9488,NA,sporadic
472895,0.9488,-1,always
473143,0.9488,NA,sporadic
473837,0.9488,NA,sporadic
477222,0.9488,-1,rarely/never
471094,0.9491,NA,sporadic
474911,0.9491,NA,sporadic
476151,0.9491,NA,sporadic
476689,0.9491,NA,always
487867,0.9491,-1,rarely/never
470312,0.9498,NA,sporadic
473353,0.9498,NA,sporadic
475388,0.9498,NA,sporadic
475800,0.9504,NA,always
476275,0.9504,NA,rarely/never
477184,0.9504,NA,always
470619,0.9508,NA,always
472154,0.9508,NA,always
473165,0.9508,-1,rarely/never
473214,0.9508,NA,sporadic
473258,0.9508,-1,sporadic
473348,0.9508,NA,always
473408,0.9508,-1,rarely/never
475560,0.9508,-1,rarely/never
476749,0.9508,-1,rarely/never
476837,0.9508,NA,sporadic
475341,0.951,NA,sporadic
475813,0.951,NA,always
475991,0.951,NA,rarely/never
476204,0.951,1,rarely/never
470183,0.9511,NA,always
470520,0.9511,NA,always
471112,0.9511,NA,sporadic
471183,0.9511,NA,always
471349,0.9511,NA,always
471371,0.9511,NA,sporadic
471631,0.9511,NA,sporadic
471838,0.9511,NA,always
472037,0.9511,NA,always
472476,0.9511,NA,always
472752,0.9511,NA,sporadic
472831,0.9511,NA,sporadic
472965,0.9511,NA,always
473155,0.9511,NA,always
473970,0.9511,NA,always
474032,0.9511,NA,always
474176,0.9511,NA,rarely/never
474589,0.9511,NA,always
474619,0.9511,NA,always
475506,0.9511,NA,rarely/never
475668,0.9511,NA,always
476269,0.9511,NA,sporadic
476394,0.9511,NA,always
476612,0.9511,NA,always
476722,0.9511,NA,sporadic
477233,0.9511,NA,sporadic
477262,0.9511,NA,always
470013,0.9517,NA,sporadic
470471,0.9517,NA,sporadic
472843,0.9517,NA,sporadic
473213,0.9517,NA,always
473878,0.9517,NA,always
476702,0.9517,NA,always
483149,0.9518,-1,rarely/never
476650,0.9524,NA,always
471728,0.9532,1,rarely/never
470075,0.9546,NA,always
476330,0.9546,NA,always
472017,0.955,NA,sporadic
475876,0.955,NA,sporadic
476191,0.9553,NA,always
470326,0.9554,NA,sporadic
470348,0.9554,NA,sporadic
470776,0.9554,NA,sporadic
473805,0.9554,-1,rarely/never
470900,0.9556,NA,always
471172,0.9556,NA,sporadic
473735,0.9556,NA,sporadic
476277,0.9556,1,rarely/never
481809,0.9556,NA,always
473036,0.9558,NA,sporadic
485366,0.9558,NA,sporadic
475108,0.9564,-1,rarely/never
473784,0.9567,-1,rarely/never
473821,0.9568,-1,rarely/never
474979,0.9568,NA,rarely/never
475521,0.9568,NA,always
475817,0.9568,NA,always
475956,0.9568,NA,always
476865,0.9568,NA,rarely/never
477096,0.9568,NA,always
471994,0.9569,NA,sporadic
472622,0.9569,NA,sporadic
477365,0.9569,NA,rarely/never
481943,0.9569,NA,always
474140,0.9577,NA,always
474433,0.9577,NA,always
474806,0.9589,NA,sporadic
475866,0.959,NA,sporadic
471680,0.9597,NA,sporadic
472945,0.9598,NA,sporadic
473852,0.9598,NA,sporadic
476289,0.96,NA,sporadic
477212,0.96,-1,always
471517,0.9608,-1,rarely/never
471625,0.9608,NA,always
471766,0.9608,NA,sporadic
471877,0.9608,NA,sporadic
472393,0.9608,NA,always
473385,0.9608,NA,sporadic
473627,0.9608,NA,always
475590,0.9608,-1,rarely/never
477480,0.9608,NA,sporadic
484496,0.9608,NA,always
472488,0.9609,-1,sporadic
476690,0.961,1,rarely/never
472188,0.9612,NA,sporadic
476554,0.9612,NA,sporadic
475031,0.9619,-1,rarely/never
486402,0.9619,NA,sporadic
470396,0.962,-1,rarely/never
470746,0.962,1,rarely/never
471196,0.962,NA,sporadic
471629,0.962,NA,sporadic
472041,0.962,NA,always
472838,0.962,NA,always
472955,0.962,NA,sporadic
473574,0.962,NA,sporadic
473980,0.962,NA,sporadic
477023,0.962,NA,sporadic
481495,0.962,-1,rarely/never
470138,0.9628,NA,always
471537,0.9628,NA,always
476013,0.9628,NA,sporadic
473502,0.9629,1,rarely/never
474819,0.9629,NA,rarely/never
471134,0.9631,NA,sporadic
471298,0.9631,NA,sporadic
470065,0.9633,NA,sporadic
473922,0.9633,-1,rarely/never
474915,0.9633,NA,rarely/never
475999,0.9633,NA,rarely/never
471375,0.9636,NA,always
472681,0.9636,NA,sporadic
472889,0.9636,-1,rarely/never
472992,0.9636,NA,sporadic
473001,0.9636,NA,sporadic
473229,0.9636,NA,rarely/never
473247,0.9636,NA,sporadic
473263,0.9636,NA,sporadic
474143,0.9636,NA,always
475307,0.9636,NA,sporadic
477443,0.9636,NA,always
481284,0.9636,NA,always
471917,0.9637,NA,always
476154,0.9637,1,rarely/never
486179,0.9637,NA,always
486560,0.9637,-1,rarely/never
471912,0.9647,NA,always
470242,0.9656,NA,always
470528,0.9656,NA,sporadic
471964,0.9656,1,rarely/never
472060,0.9656,NA,rarely/never
473011,0.9656,NA,sporadic
473867,0.9656,-1,rarely/never
471990,0.9659,NA,sporadic
475151,0.9659,NA,sporadic
476654,0.9659,NA,always
470118,0.9673,NA,sporadic
470276,0.9673,NA,always
470313,0.9673,NA,always
470419,0.9673,NA,sporadic
470550,0.9673,-1,rarely/never
470758,0.9673,NA,sporadic
470819,0.9673,NA,sporadic
471138,0.9673,NA,always
471148,0.9673,NA,always
471274,0.9673,NA,always
471577,0.9673,-1,rarely/never
472215,0.9673,NA,always
472294,0.9673,NA,sporadic
473069,0.9673,NA,sporadic
473158,0.9673,-1,rarely/never
473172,0.9673,NA,always
473452,0.9673,NA,always
473692,0.9673,NA,sporadic
473864,0.9673,1,sporadic
473874,0.9673,NA,always
474648,0.9673,NA,always
474864,0.9673,NA,sporadic
476257,0.9673,NA,sporadic
477173,0.9673,NA,sporadic
481016,0.9673,NA,sporadic
470490,0.9676,NA,rarely/never
470547,0.9676,NA,always
470625,0.9676,NA,sporadic
470712,0.9676,NA,always
470794,0.9676,NA,rarely/never
470934,0.9676,NA,sporadic
471071,0.9676,NA,always
471191,0.9676,NA,always
471204,0.9676,NA,always
471277,0.9676,NA,always
471305,0.9676,NA,always
471423,0.9676,NA,sporadic
471455,0.9676,NA,always
471516,0.9676,NA,sporadic
471694,0.9676,NA,always
472363,0.9676,NA,rarely/never
472369,0.9676,NA,rarely/never
472482,0.9676,NA,sporadic
472618,0.9676,NA,always
472756,0.9676,NA,sporadic
472806,0.9676,-1,rarely/never
473070,0.9676,NA,always
473623,0.9676,NA,sporadic
474252,0.9676,NA,sporadic
474505,0.9676,NA,always
474606,0.9676,NA,rarely/never
474618,0.9676,NA,always
474640,0.9676,NA,rarely/never
475471,0.9676,NA,sporadic
475578,0.9676,NA,sporadic
475649,0.9676,NA,always
475657,0.9676,NA,always
475841,0.9676,NA,always
476120,0.9676,NA,rarely/never
476219,0.9676,NA,rarely/never
476295,0.9676,NA,always
476511,0.9676,NA,always
476821,0.9676,NA,sporadic
476822,0.9676,NA,sporadic
476857,0.9676,NA,sporadic
476903,0.9676,NA,always
477052,0.9676,NA,sporadic
477086,0.9676,NA,sporadic
477156,0.9676,NA,always
477206,0.9676,NA,sporadic
477261,0.9676,NA,sporadic
470027,0.9687,NA,always
471668,0.9687,NA,always
472066,0.9687,NA,always
472631,0.9687,NA,sporadic
473188,0.9687,NA,always
481159,0.9687,NA,always
470059,0.969,NA,always
470899,0.969,NA,always
475485,0.969,NA,always
475768,0.969,NA,rarely/never
476770,0.969,NA,sporadic
474749,0.9697,NA,always
474812,0.9697,NA,sporadic
475788,0.9697,NA,rarely/never
476169,0.9697,NA,always
476182,0.9697,NA,always
474786,0.9703,NA,rarely/never
475547,0.9703,NA,sporadic
476512,0.9703,NA,sporadic
476586,0.9703,-1,rarely/never
487289,0.9703,-1,rarely/never
474916,0.9707,NA,sporadic
470201,0.9712,NA,rarely/never
470397,0.9712,NA,always
470513,0.9712,NA,always
471271,0.9712,NA,sporadic
471693,0.9712,NA,always
472067,0.9712,NA,sporadic
472517,0.9712,NA,sporadic
474817,0.9712,-1,rarely/never
475411,0.9712,-1,rarely/never
475618,0.9712,NA,sporadic
477169,0.9712,NA,sporadic
477593,0.9712,NA,sporadic
488162,0.9712,NA,sporadic
472739,0.9714,NA,sporadic
473994,0.9715,NA,sporadic
476470,0.9715,NA,sporadic
475071,0.9719,-1,sporadic
477245,0.9723,-1,sporadic
470399,0.9726,NA,always
471703,0.9726,NA,sporadic
473013,0.9726,NA,sporadic
473870,0.9726,NA,sporadic
474217,0.9726,NA,sporadic
474625,0.9726,NA,sporadic
474719,0.9726,NA,rarely/never
475002,0.9726,1,rarely/never
475256,0.9726,NA,sporadic
475323,0.9726,-1,rarely/never
475604,0.9726,-1,rarely/never
477637,0.9726,-1,sporadic
473569,0.9733,NA,sporadic
470389,0.9741,-1,sporadic
470628,0.9741,1,sporadic
470673,0.9741,NA,sporadic
471450,0.9741,NA,sporadic
473252,0.9741,NA,always
473919,0.9741,NA,always
474869,0.9741,NA,always
477435,0.9741,NA,rarely/never
470018,0.9742,NA,always
470120,0.9742,NA,sporadic
470134,0.9742,1,rarely/never
470501,0.9742,NA,sporadic
471023,0.9742,NA,always
471571,0.9742,1,rarely/never
471650,0.9742,NA,sporadic
471957,0.9742,NA,sporadic
472501,0.9742,NA,sporadic
473417,0.9742,-1,rarely/never
473650,0.9742,NA,sporadic
473683,0.9742,NA,sporadic
487362,0.9742,NA,sporadic
470128,0.9746,NA,rarely/never
470186,0.9746,NA,always
470294,0.9746,NA,sporadic
470405,0.9746,NA,always
470503,0.9746,NA,sporadic
470723,0.9746,NA,always
471230,0.9746,NA,always
471303,0.9746,NA,rarely/never
471505,0.9746,NA,sporadic
471605,0.9746,NA,rarely/never
472179,0.9746,NA,sporadic
472930,0.9746,NA,sporadic
473561,0.9746,NA,sporadic
473734,0.9746,NA,always
473795,0.9746,NA,always
473804,0.9746,NA,sporadic
474201,0.9746,NA,always
474236,0.9746,NA,always
475248,0.9746,NA,sporadic
475308,0.9746,NA,sporadic
476189,0.9746,NA,sporadic
476659,0.9746,NA,sporadic
482871,0.9751,1,always
472977,0.9754,NA,always
475576,0.9754,NA,always
470828,0.9755,NA,sporadic
470268,0.9761,NA,sporadic
472064,0.9764,NA,sporadic
475258,0.9767,-1,rarely/never
470329,0.9777,NA,sporadic
472617,0.9777,NA,always
475299,0.9777,NA,always
475691,0.9777,NA,always
475767,0.9777,NA,always
471855,0.9778,NA,rarely/never
473928,0.9778,1,rarely/never
477167,0.9778,-1,rarely/never
473756,0.9781,NA,sporadic
475484,0.9781,-1,sporadic
471122,0.9782,NA,sporadic
472433,0.9782,NA,always
474295,0.9782,NA,always
474892,0.9782,NA,sporadic
475778,0.9782,NA,rarely/never
484695,0.9784,NA,rarely/never
485434,0.9785,NA,sporadic
474208,0.9789,-1,rarely/never
474343,0.9791,-1,rarely/never
474815,0.9791,NA,rarely/never
472057,0.9797,NA,always
475638,0.9797,-1,always
471021,0.9799,NA,sporadic
475417,0.9799,NA,always
473766,0.98,NA,sporadic
471041,0.9806,NA,sporadic
476263,0.982,-1,rarely/never
473354,0.9825,NA,rarely/never
473522,0.9825,-1,sporadic
470266,0.983,NA,always
471241,0.983,NA,always
471530,0.983,NA,rarely/never
472746,0.983,NA,sporadic
472991,0.983,NA,always
474590,0.983,NA,always
475039,0.983,NA,always
477030,0.983,NA,sporadic
477180,0.983,NA,always
477513,0.983,NA,sporadic
471932,0.9835,NA,sporadic
472450,0.9835,1,always
474317,0.9835,NA,rarely/never
475191,0.9835,NA,always
473703,0.9839,NA,always
475495,0.9839,-1,rarely/never
470036,0.984,-1,rarely/never
480699,0.984,NA,sporadic
470330,0.9844,NA,sporadic
471363,0.9844,NA,always
472105,0.9844,NA,always
475369,0.9844,NA,sporadic
470387,0.9855,NA,sporadic
470912,0.9855,NA,always
471997,0.9855,NA,sporadic
472538,0.9855,NA,sporadic
473783,0.9855,NA,sporadic
476352,0.9855,NA,sporadic
476366,0.9855,NA,sporadic
476953,0.9855,NA,always
470098,0.9865,NA,rarely/never
471320,0.9865,NA,always
473044,0.9865,-1,rarely/never
473227,0.9865,NA,always
475177,0.9865,NA,rarely/never
475710,0.9865,NA,always
476949,0.9865,NA,rarely/never
487107,0.9865,NA,sporadic
482633,0.987,1,sporadic
471111,0.9872,NA,sporadic
475040,0.9872,NA,sporadic
475435,0.9872,NA,sporadic
476072,0.9872,NA,sporadic
476637,0.9872,NA,sporadic
477178,0.9872,NA,sporadic
477277,0.9872,NA,sporadic
477557,0.9872,-1,rarely/never
474871,0.9876,NA,sporadic
475875,0.9885,-1,always
470019,0.9893,NA,sporadic
471648,0.9893,NA,sporadic
475585,0.9893,NA,sporadic
471126,0.9895,-1,rarely/never
471983,0.9895,-1,rarely/never
472419,0.9895,NA,sporadic
474094,0.9895,NA,sporadic
474960,0.9895,NA,sporadic
475305,0.9895,1,sporadic
476435,0.9895,-1,rarely/never
476706,0.9895,NA,sporadic
477594,0.9895,NA,sporadic
488083,0.9897,-1,rarely/never
473433,0.9908,NA,sporadic
474303,0.9908,NA,always
470045,0.991,NA,sporadic
470827,0.991,NA,always
471475,0.991,NA,always
471937,0.991,NA,always
472372,0.991,NA,always
473193,0.991,NA,sporadic
473424,0.991,NA,always
473714,0.991,NA,rarely/never
473989,0.991,NA,sporadic
474141,0.991,NA,sporadic
474564,0.991,NA,sporadic
480008,0.991,NA,always
481558,0.991,NA,always
471240,0.9916,NA,sporadic
473812,0.9916,NA,sporadic
475188,0.9916,NA,always
470645,0.9919,NA,sporadic
470787,0.9919,NA,always
473270,0.9919,NA,sporadic
474655,0.9919,NA,sporadic
474862,0.9919,NA,always
477597,0.9919,NA,sporadic
476023,0.992,-1,rarely/never
476486,0.992,-1,rarely/never
472399,0.9921,NA,always
470053,0.9927,NA,always
470429,0.9927,NA,always
471353,0.9927,NA,always
474912,0.9927,NA,always
475241,0.9927,NA,always
484603,0.9933,NA,sporadic
473313,0.9936,NA,always
474144,0.9936,NA,sporadic
474221,0.9936,-1,rarely/never
475202,0.9936,NA,always
475348,0.9936,NA,sporadic
475431,0.9936,NA,rarely/never
475753,0.9936,NA,rarely/never
472614,0.9941,-1,rarely/never
472986,0.9941,1,rarely/never
486487,0.9941,NA,sporadic
471710,0.9943,1,sporadic
473235,0.9943,NA,sporadic
474045,0.9943,1,rarely/never
476914,0.9943,NA,sporadic
474379,0.9944,NA,always
475350,0.9944,NA,rarely/never
470586,0.9945,NA,always
473371,0.9945,NA,always
474197,0.9945,NA,sporadic
473048,0.9951,NA,sporadic
474373,0.9951,NA,always
474922,0.9958,NA,rarely/never
476297,0.9958,1,always
481859,0.9958,NA,always
472274,0.9962,-1,rarely/never
474932,0.9966,NA,sporadic
474941,0.9966,NA,rarely/never
471217,0.997,-1,sporadic
471292,0.997,-1,rarely/never
471915,0.997,-1,rarely/never
470748,0.9974,NA,sporadic
470940,0.9974,NA,always
472910,0.9974,NA,always
473794,0.9974,NA,sporadic
475446,0.9974,NA,sporadic
473512,0.9976,1,rarely/never
470440,0.9981,-1,rarely/never
471295,0.9981,NA,sporadic
472620,0.9981,NA,always
473395,0.9981,NA,always
476559,0.9981,NA,always
477502,0.9981,NA,always
485969,0.9981,NA,always
474438,0.9991,1,sporadic
472654,0.9994,NA,always
471047,0.9995,NA,sporadic
472170,0.9995,NA,sporadic
473665,0.9995,-1,rarely/never
474650,0.9995,NA,sporadic
475981,0.9995,NA,sporadic
470115,0.9997,NA,always
472213,1.001,NA,rarely/never
475257,1.001,NA,always
476744,1.001,1,rarely/never
471085,1.0012,NA,always
471109,1.0012,-1,rarely/never
472157,1.0012,NA,sporadic
472971,1.0012,NA,sporadic
474093,1.0012,NA,always
475220,1.0012,NA,always
477242,1.0012,NA,sporadic
482054,1.0012,NA,always
475711,1.0013,-1,rarely/never
473643,1.0014,-1,rarely/never
474147,1.0014,NA,sporadic
474546,1.0014,NA,sporadic
470208,1.0019,NA,always
471043,1.0021,NA,always
473579,1.0021,-1,rarely/never
477010,1.0026,1,rarely/never
470113,1.0037,NA,always
471770,1.0037,NA,rarely/never
475365,1.0037,-1,rarely/never
475499,1.0037,NA,rarely/never
476019,1.0037,NA,sporadic
476541,1.0037,NA,sporadic
484625,1.0037,NA,sporadic
485592,1.0037,1,rarely/never
476328,1.0039,-1,rarely/never
484543,1.0039,-1,rarely/never
475842,1.0056,NA,sporadic
470395,1.0064,-1,sporadic
470795,1.0064,NA,sporadic
471347,1.0064,NA,sporadic
472058,1.0064,NA,sporadic
472795,1.0064,1,sporadic
472970,1.0064,NA,sporadic
473832,1.0064,NA,sporadic
474136,1.0064,NA,always
474560,1.0064,NA,always
476999,1.0064,NA,sporadic
484230,1.0064,NA,sporadic
484488,1.0064,NA,always
472357,1.0065,NA,rarely/never
470052,1.0067,NA,sporadic
470314,1.0067,NA,always
470882,1.0067,NA,always
470950,1.0067,NA,sporadic
470977,1.0067,NA,sporadic
471339,1.0067,NA,always
471633,1.0067,NA,always
471930,1.0067,NA,sporadic
472050,1.0067,NA,sporadic
472540,1.0067,NA,sporadic
472545,1.0067,NA,always
472907,1.0067,NA,sporadic
473194,1.0067,NA,sporadic
475219,1.0067,NA,always
475532,1.0067,NA,sporadic
475542,1.0067,NA,always
483039,1.0067,NA,always
484850,1.0067,NA,sporadic
477420,1.0071,-1,rarely/never
471643,1.0074,-1,sporadic
470260,1.0076,NA,sporadic
473303,1.0076,NA,sporadic
473517,1.0076,-1,rarely/never
474943,1.0076,NA,sporadic
475407,1.0076,NA,always
471300,1.0079,NA,always
476696,1.0079,1,sporadic
471763,1.0082,NA,always
471936,1.0087,-1,rarely/never
475213,1.0087,-1,rarely/never
470042,1.0088,NA,always
472980,1.0088,NA,sporadic
473548,1.0088,1,sporadic
474089,1.0088,NA,sporadic
474758,1.0088,NA,sporadic
474770,1.0088,-1,sporadic
475340,1.0088,-1,rarely/never
476530,1.0088,NA,rarely/never
477005,1.0088,NA,sporadic
471844,1.0091,NA,sporadic
470353,1.0092,NA,sporadic
470502,1.0092,NA,always
471020,1.0092,NA,sporadic
471154,1.0092,NA,always
471827,1.0092,NA,always
472723,1.0092,NA,sporadic
472728,1.0092,NA,always
472869,1.0092,NA,rarely/never
473516,1.0092,NA,always
473748,1.0092,NA,always
473886,1.0092,NA,always
474793,1.0092,NA,sporadic
475309,1.0092,NA,rarely/never
476427,1.0092,NA,always
476756,1.0092,NA,rarely/never
470087,1.0098,NA,rarely/never
471461,1.0105,-1,rarely/never
484797,1.0105,NA,sporadic
472566,1.011,NA,always
477651,1.0111,-1,sporadic
471050,1.0137,NA,always
471207,1.0137,NA,always
472415,1.0137,NA,always
472828,1.0137,NA,sporadic
473493,1.0137,NA,sporadic
475527,1.0137,1,rarely/never
475562,1.0137,NA,sporadic
482196,1.0137,NA,sporadic
470070,1.0142,NA,sporadic
470482,1.0143,1,sporadic
470571,1.0143,NA,sporadic
472106,1.0143,NA,always
474120,1.0143,-1,sporadic
474227,1.0143,-1,rarely/never
474387,1.0143,1,sporadic
474861,1.0143,NA,sporadic
475951,1.0143,-1,rarely/never
476340,1.0143,NA,sporadic
470491,1.0147,NA,always
470670,1.0147,NA,sporadic
471471,1.0147,-1,rarely/never
477595,1.0147,NA,sporadic
477604,1.0147,NA,sporadic
475862,1.0151,NA,sporadic
476871,1.0151,NA,sporadic
472942,1.0161,NA,always
473054,1.0161,NA,always
473360,1.0161,NA,sporadic
473404,1.0161,NA,sporadic
483138,1.0161,-1,rarely/never
470029,1.0167,-1,rarely/never
470008,1.0174,NA,always
471723,1.0182,NA,always
485836,1.0187,NA,sporadic
476621,1.0188,NA,sporadic
476776,1.0189,1,rarely/never
471796,1.0193,NA,sporadic
472521,1.0193,NA,rarely/never
470699,1.0199,NA,sporadic
473111,1.0199,NA,rarely/never
476699,1.0199,NA,sporadic
475659,1.0201,NA,always
473978,1.0202,-1,rarely/never
485232,1.0202,1,rarely/never
476467,1.0209,NA,sporadic
488225,1.0209,NA,sporadic
471190,1.0211,NA,rarely/never
473251,1.0211,NA,always
475468,1.0211,NA,rarely/never
475489,1.0211,NA,rarely/never
475703,1.0211,NA,always
476783,1.0211,NA,sporadic
476920,1.0211,NA,sporadic
471781,1.0213,-1,sporadic
472256,1.0213,NA,sporadic
475919,1.0213,-1,sporadic
476721,1.0213,1,rarely/never
485440,1.0213,NA,sporadic
487612,1.0213,-1,rarely/never
472861,1.0216,-1,rarely/never
474823,1.0216,-1,rarely/never
474894,1.0216,NA,always
474966,1.0216,-1,always
477580,1.0216,1,rarely/never
470679,1.0217,-1,rarely/never
471474,1.0217,-1,sporadic
473356,1.0217,-1,rarely/never
473620,1.0217,NA,sporadic
474639,1.0217,NA,sporadic
477460,1.0217,-1,sporadic
472235,1.022,NA,sporadic
473847,1.0221,NA,rarely/never
474753,1.0221,NA,sporadic
477389,1.0221,NA,sporadic
474631,1.0223,NA,always
475223,1.0223,NA,always
475574,1.0223,NA,always
471881,1.0233,NA,rarely/never
471922,1.0233,NA,sporadic
474250,1.0233,-1,rarely/never
474905,1.0233,NA,sporadic
475603,1.0233,NA,always
476350,1.0233,-1,rarely/never
487323,1.0233,-1,sporadic
471314,1.0249,NA,always
472916,1.0249,NA,rarely/never
477053,1.0249,-1,rarely/never
480385,1.0261,NA,rarely/never
472705,1.0265,1,sporadic
470002,1.0267,NA,always
470273,1.0267,NA,sporadic
470311,1.0267,NA,always
470460,1.0267,NA,always
470595,1.0267,NA,always
470771,1.0267,NA,always
470944,1.0267,NA,sporadic
471150,1.0267,NA,always
471186,1.0267,NA,always
471604,1.0267,NA,sporadic
471832,1.0267,NA,always
472159,1.0267,-1,rarely/never
472512,1.0267,1,always
472578,1.0267,NA,sporadic
472875,1.0267,NA,always
473377,1.0267,1,rarely/never
473528,1.0267,NA,always
473538,1.0267,NA,sporadic
474198,1.0267,NA,sporadic
474450,1.0267,NA,always
474638,1.0267,NA,always
474942,1.0267,NA,sporadic
475150,1.0267,1,rarely/never
476361,1.0267,NA,sporadic
477158,1.0267,NA,always
477341,1.0267,NA,sporadic
477358,1.0267,NA,always
477496,1.0267,NA,sporadic
477538,1.0267,-1,rarely/never
484944,1.0267,NA,sporadic
475292,1.0272,1,rarely/never
471961,1.0274,-1,rarely/never
472400,1.0274,NA,sporadic
472948,1.0274,NA,sporadic
473134,1.0274,NA,sporadic
474034,1.0274,NA,sporadic
474183,1.0274,-1,rarely/never
474204,1.0274,NA,always
475074,1.0274,NA,sporadic
475111,1.0274,1,rarely/never
475339,1.0274,NA,rarely/never
476412,1.0274,-1,rarely/never
476768,1.0274,NA,sporadic
476889,1.0274,NA,sporadic
477003,1.0274,-1,rarely/never
477248,1.0274,NA,sporadic
477404,1.0274,NA,sporadic
482162,1.0274,NA,sporadic
485871,1.0274,NA,sporadic
486757,1.0274,NA,always
473539,1.0278,NA,sporadic
473877,1.0278,NA,rarely/never
476233,1.0278,NA,sporadic
470064,1.0279,NA,always
470385,1.0279,NA,always
471394,1.0279,-1,rarely/never
471402,1.0279,NA,always
472200,1.0279,NA,sporadic
472874,1.0279,NA,always
474371,1.0279,NA,always
477002,1.0279,NA,always
477285,1.0279,NA,sporadic
476924,1.028,-1,rarely/never
476239,1.0283,-1,rarely/never
475154,1.0285,NA,rarely/never
475160,1.0285,NA,always
475379,1.0285,NA,rarely/never
